ROUTE,avg_dep_delay,cancel_rate,flight_count,risk_score
DEN-OKC,16.834179357021995,0.023688663282571912,591,0.7493441927657883
DEN-OMA,16.05121638924456,0.030729833546734954,781,0.9479975669145899
DEN-ONT,14.903649635036496,0.01167883211678832,685,0.1137843961388812
DEN-ORD,15.339518900343643,0.032989690721649485,1455,0.9699259871878909
DEN-PDX,10.751592356687897,0.028662420382165606,942,0.38729735194646797
DEN-PHL,14.512367491166078,0.012367491166077738,566,0.1046218068119234
DEN-PHX,11.432696217974787,0.021553477023180154,2459,0.17679301476149642
DEN-RNO,14.599284436493738,0.008944543828264758,559,-0.01863435757830595
DEN-SAN,11.37772397094431,0.024213075060532687,1239,0.27370313959693987
DEN-SAT,11.062583222370174,0.02663115845539281,751,0.3377224098882466
DEN-SEA,11.63859649122807,0.021052631578947368,1425,0.17630936097367406
DEN-SFO,29.254918032786886,0.03360655737704918,1220,2.2578147668516118
DEN-SJC,14.48165137614679,0.01834862385321101,654,0.3310027783998527
DEN-SLC,13.312438302073051,0.012339585389930898,2026,-0.005464358773761863
DEN-SMF,14.978185993111365,0.024110218140068886,871,0.5968741791950494
DEN-SNA,9.606857142857143,0.014857142857142857,875,-0.24566469158247145
DEN-STL,12.327233584499462,0.02045209903121636,929,0.215864115520528
DEN-TPA,15.985138004246284,0.029723991507430998,942,0.9034545626596844
DEN-TUS,14.968152866242038,0.01751592356687898,628,0.34329726378424413
DFW-ABQ,20.77094972067039,0.00931098696461825,537,0.5561193011893252
DFW-AMA,10.402173913043478,0.025362318840579712,552,0.2291058222730724
DFW-ATL,21.504016064257026,0.008032128514056224,1494,0.5737200084767825
DFW-AUS,22.256493506493506,0.008928571428571428,1232,0.6764325835086765
DFW-BNA,18.96987951807229,0.03614457831325301,830,1.4206363398774915
DFW-BOS,19.587616822429908,0.005841121495327103,856,0.3156596696282081
